0,0,0
1,4,0.0014
2,5,0.001825
3,12,0.0045375
4,14,0.0053125
5,17,0.0074125
6,24,0.0123125
7,29,0.0168125
8,33,0.0204125
9,34,0.0213125
10,39,0.0258125
11,41,0.0276125
12,44,0.0303125
13,50,0.0357125
14,54,0.0393125
15,57,0.0420125
16,64,0.0483125
17,65,0.0492125
18,72,0.0555125
19,74,0.0573125
20,77,0.0600125
21,81,0.0636125
22,84,0.0663125
23,89,0.0708125
24,93,0.0744125
25,94,0.0753125
26,96,0.0771125
27,101,0.0816125
28,135,0.1122125
29,140,0.1124
30,144,0.11555
31,149,0.119675
32,152,0.12215
33,154,0.1238
34,156,0.12545
35,161,0.1297625
36,164,0.13235
37,168,0.1358
38,174,0.140975
39,176,0.1427
40,184,0.1496
41,185,0.1504625
42,188,0.15305
43,194,0.158225
44,197,0.1608125
45,200,0.1634
46,204,0.16685
47,210,0.172025
48,212,0.17375
49,290,0.241025
50,294,0.244475
51,297,0.2470625
52,299,0.2487875
53,302,0.2514875
54,306,0.2550875
55,307,0.2559875
56,356,0.3000875
57,359,0.3027875
58,360,0.3036875
59,363,0.3063875
60,425,0.3621875
61,429,0.3657875
62,431,0.3675875
63,432,0.3684875
64,437,0.3718
65,441,0.37445
66,444,0.3764375
67,449,0.3801875
68,451,0.3817625
69,453,0.3833375
70,456,0.3857
71,461,0.38945
72,512,0.4296125
73,515,0.431975
74,519,0.435125
75,524,0.4390625
76,525,0.43985
77,527,0.441425
78,535,0.447425
79,536,0.4482125
80,542,0.4529375
81,545,0.4553
82,548,0.45755
83,551,0.4598
84,555,0.46295
85,560,0.4668875
86,563,0.46925
87,565,0.470825
88,567,0.4724
89,602,0.4999625
90,605,0.502325
91,606,0.5031125
92,609,0.505475
93,660,0.5456375
94,663,0.548
95,668,0.5519375
96,672,0.5555375
97,673,0.5564375
98,680,0.5627375
99,683,0.5637875
100,684,0.564575
101,687,0.5669375
102,693,0.5716625
103,743,0.6110375
104,748,0.614975
105,752,0.618125
106,755,0.6204875
107,758,0.62285
108,764,0.627575
109,767,0.6299375
110,768,0.630725
111,776,0.637025
112,778,0.638525
113,782,0.641525
114,788,0.646475
115,792,0.649625
116,798,0.65435
117,808,0.662225
118,821,0.67295
119,957,0.78515
120,959,0.786325
121,960,0.7869125
122,968,0.7935125
123,970,0.7948375
124,975,0.79815
125,980,0.8014625
126,983,0.80345
127,1016,0.8253125
128,1017,0.825975
129,1019,0.827225
130,1023,0.830525
131,1026,0.833
132,1027,0.833825
133,1035,0.840425
134,1038,0.8429
135,1047,0.850325
136,1048,0.85115
137,1050,0.852725
138,1058,0.859025
139,1059,0.8598125
140,1062,0.862175
141,1068,0.8669
142,1071,0.8692625
143,1074,0.871625
144,1078,0.874775
145,1083,0.878525
146,1088,0.882275
147,1095,0.887525
148,1098,0.89
149,1107,0.897425
150,1108,0.898175
151,1110,0.899675
152,1118,0.905675
153,1119,0.90595
154,1122,0.906775
155,1128,0.908425
156,1131,0.90925
157,1136,0.910625
158,1138,0.911175
159,1145,0.9131
160,1146,0.913375
161,1148,0.913925
162,1155,0.91585
163,1158,0.916675
164,1167,0.91915
165,1168,0.919425
166,1170,0.919975
167,1178,0.922175
168,1179,0.92245
169,1182,0.923275
170,1188,0.924925
171,1191,0.92575
172,1194,0.926575
173,1198,0.927675
174,1206,0.929875
175,1208,0.930425
176,1215,0.93235
177,1218,0.933175
178,1227,0.93565
179,1228,0.935925
180,1230,0.936475
181,1238,0.938675
182,1239,0.93895
183,1242,0.939775
184,1249,0.9417
185,1254,0.943075
186,1259,0.94445
187,1263,0.94555
188,1269,0.9472
189,1275,0.94885
190,1278,0.949675
191,1279,0.94995
192,1287,0.95215
193,1289,0.9527
194,1290,0.952975
195,1299,0.95545
196,1301,0.956
197,1302,0.956275
198,1308,0.957925
199,1309,0.9582
200,1311,0.95875
201,1314,0.959575
202,1319,0.96095
203,1325,0.9626
204,1326,0.962875
205,1329,0.9637
206,1331,0.96425
207,1335,0.96535
208,1339,0.96645
209,1347,0.96865
210,1349,0.9692
211,1350,0.969475
212,1359,0.97195
213,1362,0.972775
214,1369,0.9747
215,1371,0.97525
216,1374,0.976075
217,1379,0.97745
218,1383,0.97855
219,1386,0.979375
220,1389,0.9802
221,1395,0.98185
222,1398,0.982675
223,1399,0.98295
224,1407,0.98515
225,1409,0.9857
226,1410,0.985975
227,1419,0.98845
228,1422,0.989275
229,1429,0.9912
230,1431,0.99175
231,1434,0.992575
232,1439,0.99395
233,1443,0.99505
234,1446,0.995875
235,1449,0.9967
236,1455,0.99835
237,1460,0.999725
238,1494,1.009075
239,1499,1.01045
240,1500,1.010725
241,1502,1.011275
242,1506,1.012375
243,1510,1.013475
244,1511,1.01375
245,1514,1.014575
246,1520,1.016225
247,1523,1.01705
248,1526,1.017875
249,1530,1.018975
250,1535,1.02035
251,1538,1.021175
252,1540,1.021725
253,1542,1.022275
254,1547,1.026775
255,1550,1.029475
256,1554,1.033075
257,1559,1.0373875
258,1560,1.03825
